Polish,English,Link
rada,advice,https://translate.google.com/translate_tts?ie=UTF-8&q=rada&tl=pl&client=tw-ob
cofnąć,undo,https://translate.google.com/translate_tts?ie=UTF-8&q=cofnąć&tl=pl&client=tw-ob
herbaty,teas,https://translate.google.com/translate_tts?ie=UTF-8&q=herbaty&tl=pl&client=tw-ob
mowa,speech,https://translate.google.com/translate_tts?ie=UTF-8&q=mowa&tl=pl&client=tw-ob
poprzednio,previously,https://translate.google.com/translate_tts?ie=UTF-8&q=poprzednio&tl=pl&client=tw-ob
ono,it,https://translate.google.com/translate_tts?ie=UTF-8&q=ono&tl=pl&client=tw-ob
piosenka,song,https://translate.google.com/translate_tts?ie=UTF-8&q=piosenka&tl=pl&client=tw-ob
kamień,stone,https://translate.google.com/translate_tts?ie=UTF-8&q=kamień&tl=pl&client=tw-ob
trzymał,held,https://translate.google.com/translate_tts?ie=UTF-8&q=trzymał&tl=pl&client=tw-ob
złota,gold,https://translate.google.com/translate_tts?ie=UTF-8&q=złota&tl=pl&client=tw-ob
zostawiłem,I left,https://translate.google.com/translate_tts?ie=UTF-8&q=zostawiłem&tl=pl&client=tw-ob
francji,France,https://translate.google.com/translate_tts?ie=UTF-8&q=francji&tl=pl&client=tw-ob
dzwonić,call,https://translate.google.com/translate_tts?ie=UTF-8&q=dzwonić&tl=pl&client=tw-ob
miej,have,https://translate.google.com/translate_tts?ie=UTF-8&q=miej&tl=pl&client=tw-ob
spotkaliśmy,We met,https://translate.google.com/translate_tts?ie=UTF-8&q=spotkaliśmy&tl=pl&client=tw-ob
wolna,Free,https://translate.google.com/translate_tts?ie=UTF-8&q=wolna&tl=pl&client=tw-ob
specjalnie,especially,https://translate.google.com/translate_tts?ie=UTF-8&q=specjalnie&tl=pl&client=tw-ob
pacjentów,patients,https://translate.google.com/translate_tts?ie=UTF-8&q=pacjentów&tl=pl&client=tw-ob
samochodem,by car,https://translate.google.com/translate_tts?ie=UTF-8&q=samochodem&tl=pl&client=tw-ob
samolotu,aircraft,https://translate.google.com/translate_tts?ie=UTF-8&q=samolotu&tl=pl&client=tw-ob
zakładam,I assume,https://translate.google.com/translate_tts?ie=UTF-8&q=zakładam&tl=pl&client=tw-ob
szalone,crazy,https://translate.google.com/translate_tts?ie=UTF-8&q=szalone&tl=pl&client=tw-ob
przyjdziesz,will you come,https://translate.google.com/translate_tts?ie=UTF-8&q=przyjdziesz&tl=pl&client=tw-ob
szukałem,I was looking,https://translate.google.com/translate_tts?ie=UTF-8&q=szukałem&tl=pl&client=tw-ob
jednostki,units,https://translate.google.com/translate_tts?ie=UTF-8&q=jednostki&tl=pl&client=tw-ob
zwrócić,return,https://translate.google.com/translate_tts?ie=UTF-8&q=zwrócić&tl=pl&client=tw-ob
dwaj,two,https://translate.google.com/translate_tts?ie=UTF-8&q=dwaj&tl=pl&client=tw-ob
siedział,sat,https://translate.google.com/translate_tts?ie=UTF-8&q=siedział&tl=pl&client=tw-ob
szczegóły,details,https://translate.google.com/translate_tts?ie=UTF-8&q=szczegóły&tl=pl&client=tw-ob
kolana,knees,https://translate.google.com/translate_tts?ie=UTF-8&q=kolana&tl=pl&client=tw-ob
marzenia,dreams,https://translate.google.com/translate_tts?ie=UTF-8&q=marzenia&tl=pl&client=tw-ob
miesiącu,month,https://translate.google.com/translate_tts?ie=UTF-8&q=miesiącu&tl=pl&client=tw-ob
praktycznie,practically,https://translate.google.com/translate_tts?ie=UTF-8&q=praktycznie&tl=pl&client=tw-ob
królowa,queen,https://translate.google.com/translate_tts?ie=UTF-8&q=królowa&tl=pl&client=tw-ob
odwiedzić,visit,https://translate.google.com/translate_tts?ie=UTF-8&q=odwiedzić&tl=pl&client=tw-ob
sa,are,https://translate.google.com/translate_tts?ie=UTF-8&q=sa&tl=pl&client=tw-ob
ed,Ed,https://translate.google.com/translate_tts?ie=UTF-8&q=ed&tl=pl&client=tw-ob
grasz,you play,https://translate.google.com/translate_tts?ie=UTF-8&q=grasz&tl=pl&client=tw-ob
ważnego,important,https://translate.google.com/translate_tts?ie=UTF-8&q=ważnego&tl=pl&client=tw-ob
punktu,point,https://translate.google.com/translate_tts?ie=UTF-8&q=punktu&tl=pl&client=tw-ob
umie,can,https://translate.google.com/translate_tts?ie=UTF-8&q=umie&tl=pl&client=tw-ob
al,AL,https://translate.google.com/translate_tts?ie=UTF-8&q=al&tl=pl&client=tw-ob
uderzył,hit,https://translate.google.com/translate_tts?ie=UTF-8&q=uderzył&tl=pl&client=tw-ob
przerwy,break,https://translate.google.com/translate_tts?ie=UTF-8&q=przerwy&tl=pl&client=tw-ob
zapomniałeś,You forgot,https://translate.google.com/translate_tts?ie=UTF-8&q=zapomniałeś&tl=pl&client=tw-ob
żonie,wife,https://translate.google.com/translate_tts?ie=UTF-8&q=żonie&tl=pl&client=tw-ob
porze,time,https://translate.google.com/translate_tts?ie=UTF-8&q=porze&tl=pl&client=tw-ob
goście,guests,https://translate.google.com/translate_tts?ie=UTF-8&q=goście&tl=pl&client=tw-ob
krwią,blood,https://translate.google.com/translate_tts?ie=UTF-8&q=krwią&tl=pl&client=tw-ob
strzelaj,shoot,https://translate.google.com/translate_tts?ie=UTF-8&q=strzelaj&tl=pl&client=tw-ob
poprostu,simply,https://translate.google.com/translate_tts?ie=UTF-8&q=poprostu&tl=pl&client=tw-ob
skończę,I will finish,https://translate.google.com/translate_tts?ie=UTF-8&q=skończę&tl=pl&client=tw-ob
baru,bar,https://translate.google.com/translate_tts?ie=UTF-8&q=baru&tl=pl&client=tw-ob
większy,greater,https://translate.google.com/translate_tts?ie=UTF-8&q=większy&tl=pl&client=tw-ob
położyć,put,https://translate.google.com/translate_tts?ie=UTF-8&q=położyć&tl=pl&client=tw-ob
zdrowia,health,https://translate.google.com/translate_tts?ie=UTF-8&q=zdrowia&tl=pl&client=tw-ob
rzeczach,things,https://translate.google.com/translate_tts?ie=UTF-8&q=rzeczach&tl=pl&client=tw-ob
sprawach,cases,https://translate.google.com/translate_tts?ie=UTF-8&q=sprawach&tl=pl&client=tw-ob
nienawidzi,hates,https://translate.google.com/translate_tts?ie=UTF-8&q=nienawidzi&tl=pl&client=tw-ob
znałem,I knew,https://translate.google.com/translate_tts?ie=UTF-8&q=znałem&tl=pl&client=tw-ob
zabawny,funny,https://translate.google.com/translate_tts?ie=UTF-8&q=zabawny&tl=pl&client=tw-ob
żonaty,married,https://translate.google.com/translate_tts?ie=UTF-8&q=żonaty&tl=pl&client=tw-ob
przesłuchanie,hearing,https://translate.google.com/translate_tts?ie=UTF-8&q=przesłuchanie&tl=pl&client=tw-ob
przyszło,it came,https://translate.google.com/translate_tts?ie=UTF-8&q=przyszło&tl=pl&client=tw-ob
widzieli,they saw,https://translate.google.com/translate_tts?ie=UTF-8&q=widzieli&tl=pl&client=tw-ob
ruszamy,We start,https://translate.google.com/translate_tts?ie=UTF-8&q=ruszamy&tl=pl&client=tw-ob
wykonać,perform,https://translate.google.com/translate_tts?ie=UTF-8&q=wykonać&tl=pl&client=tw-ob
prędzej,sooner,https://translate.google.com/translate_tts?ie=UTF-8&q=prędzej&tl=pl&client=tw-ob
zaczynasz,you start,https://translate.google.com/translate_tts?ie=UTF-8&q=zaczynasz&tl=pl&client=tw-ob
usłyszałem,I heard,https://translate.google.com/translate_tts?ie=UTF-8&q=usłyszałem&tl=pl&client=tw-ob
spod,bottom,https://translate.google.com/translate_tts?ie=UTF-8&q=spod&tl=pl&client=tw-ob
byc,to be,https://translate.google.com/translate_tts?ie=UTF-8&q=byc&tl=pl&client=tw-ob
dookoła,around,https://translate.google.com/translate_tts?ie=UTF-8&q=dookoła&tl=pl&client=tw-ob
odpowiedz,answer,https://translate.google.com/translate_tts?ie=UTF-8&q=odpowiedz&tl=pl&client=tw-ob
skupić,focus,https://translate.google.com/translate_tts?ie=UTF-8&q=skupić&tl=pl&client=tw-ob
dyrektor,director,https://translate.google.com/translate_tts?ie=UTF-8&q=dyrektor&tl=pl&client=tw-ob
królową,queen,https://translate.google.com/translate_tts?ie=UTF-8&q=królową&tl=pl&client=tw-ob
las,forest,https://translate.google.com/translate_tts?ie=UTF-8&q=las&tl=pl&client=tw-ob
tysiąc,thousand,https://translate.google.com/translate_tts?ie=UTF-8&q=tysiąc&tl=pl&client=tw-ob
wodą,water,https://translate.google.com/translate_tts?ie=UTF-8&q=wodą&tl=pl&client=tw-ob
drzewa,trees,https://translate.google.com/translate_tts?ie=UTF-8&q=drzewa&tl=pl&client=tw-ob
okna,windows,https://translate.google.com/translate_tts?ie=UTF-8&q=okna&tl=pl&client=tw-ob
odrobinę,a bit,https://translate.google.com/translate_tts?ie=UTF-8&q=odrobinę&tl=pl&client=tw-ob
piwa,beer,https://translate.google.com/translate_tts?ie=UTF-8&q=piwa&tl=pl&client=tw-ob
bezpieczeństwo,security,https://translate.google.com/translate_tts?ie=UTF-8&q=bezpieczeństwo&tl=pl&client=tw-ob
wdzięczny,grateful,https://translate.google.com/translate_tts?ie=UTF-8&q=wdzięczny&tl=pl&client=tw-ob
zabieraj,take,https://translate.google.com/translate_tts?ie=UTF-8&q=zabieraj&tl=pl&client=tw-ob
oficjalnie,officially,https://translate.google.com/translate_tts?ie=UTF-8&q=oficjalnie&tl=pl&client=tw-ob
mądry,wise,https://translate.google.com/translate_tts?ie=UTF-8&q=mądry&tl=pl&client=tw-ob
phil,phil,https://translate.google.com/translate_tts?ie=UTF-8&q=phil&tl=pl&client=tw-ob
brakowało,was missing,https://translate.google.com/translate_tts?ie=UTF-8&q=brakowało&tl=pl&client=tw-ob
dziewięć,nine,https://translate.google.com/translate_tts?ie=UTF-8&q=dziewięć&tl=pl&client=tw-ob
przenieść,move,https://translate.google.com/translate_tts?ie=UTF-8&q=przenieść&tl=pl&client=tw-ob
typu,type,https://translate.google.com/translate_tts?ie=UTF-8&q=typu&tl=pl&client=tw-ob
bogiem,God,https://translate.google.com/translate_tts?ie=UTF-8&q=bogiem&tl=pl&client=tw-ob
rozmawiał,he talked,https://translate.google.com/translate_tts?ie=UTF-8&q=rozmawiał&tl=pl&client=tw-ob
filmy,movies,https://translate.google.com/translate_tts?ie=UTF-8&q=filmy&tl=pl&client=tw-ob
jackson,Jackson,https://translate.google.com/translate_tts?ie=UTF-8&q=jackson&tl=pl&client=tw-ob
terry,Terry,https://translate.google.com/translate_tts?ie=UTF-8&q=terry&tl=pl&client=tw-ob
immunitet,immunity,https://translate.google.com/translate_tts?ie=UTF-8&q=immunitet&tl=pl&client=tw-ob
cud,miracle,https://translate.google.com/translate_tts?ie=UTF-8&q=cud&tl=pl&client=tw-ob
wywiad,interview,https://translate.google.com/translate_tts?ie=UTF-8&q=wywiad&tl=pl&client=tw-ob
odsuń,move away,https://translate.google.com/translate_tts?ie=UTF-8&q=odsuń&tl=pl&client=tw-ob
zajmiemy,we will take,https://translate.google.com/translate_tts?ie=UTF-8&q=zajmiemy&tl=pl&client=tw-ob
palców,fingers,https://translate.google.com/translate_tts?ie=UTF-8&q=palców&tl=pl&client=tw-ob
martwa,dead,https://translate.google.com/translate_tts?ie=UTF-8&q=martwa&tl=pl&client=tw-ob
znają,know,https://translate.google.com/translate_tts?ie=UTF-8&q=znają&tl=pl&client=tw-ob
forsę,poverty,https://translate.google.com/translate_tts?ie=UTF-8&q=forsę&tl=pl&client=tw-ob
święty,holy,https://translate.google.com/translate_tts?ie=UTF-8&q=święty&tl=pl&client=tw-ob
meksyku,Mexico,https://translate.google.com/translate_tts?ie=UTF-8&q=meksyku&tl=pl&client=tw-ob
poznałam,I met,https://translate.google.com/translate_tts?ie=UTF-8&q=poznałam&tl=pl&client=tw-ob
ludzkie,human,https://translate.google.com/translate_tts?ie=UTF-8&q=ludzkie&tl=pl&client=tw-ob
umieram,I'm dying,https://translate.google.com/translate_tts?ie=UTF-8&q=umieram&tl=pl&client=tw-ob
mogły,they could,https://translate.google.com/translate_tts?ie=UTF-8&q=mogły&tl=pl&client=tw-ob
czekałem,I waited,https://translate.google.com/translate_tts?ie=UTF-8&q=czekałem&tl=pl&client=tw-ob
gliną,clay,https://translate.google.com/translate_tts?ie=UTF-8&q=gliną&tl=pl&client=tw-ob
wszelkie,all,https://translate.google.com/translate_tts?ie=UTF-8&q=wszelkie&tl=pl&client=tw-ob
wiecznie,eternally,https://translate.google.com/translate_tts?ie=UTF-8&q=wiecznie&tl=pl&client=tw-ob
doświadczenie,experience,https://translate.google.com/translate_tts?ie=UTF-8&q=doświadczenie&tl=pl&client=tw-ob
walkę,fight,https://translate.google.com/translate_tts?ie=UTF-8&q=walkę&tl=pl&client=tw-ob
cudem,miracle,https://translate.google.com/translate_tts?ie=UTF-8&q=cudem&tl=pl&client=tw-ob
zabójstwo,murder,https://translate.google.com/translate_tts?ie=UTF-8&q=zabójstwo&tl=pl&client=tw-ob
tatę,dad,https://translate.google.com/translate_tts?ie=UTF-8&q=tatę&tl=pl&client=tw-ob
twego,Your,https://translate.google.com/translate_tts?ie=UTF-8&q=twego&tl=pl&client=tw-ob
miejmy,let's have it,https://translate.google.com/translate_tts?ie=UTF-8&q=miejmy&tl=pl&client=tw-ob
poprosił,he asked,https://translate.google.com/translate_tts?ie=UTF-8&q=poprosił&tl=pl&client=tw-ob
istnieją,they exist,https://translate.google.com/translate_tts?ie=UTF-8&q=istnieją&tl=pl&client=tw-ob
dupie,ass,https://translate.google.com/translate_tts?ie=UTF-8&q=dupie&tl=pl&client=tw-ob
prosił,asked,https://translate.google.com/translate_tts?ie=UTF-8&q=prosił&tl=pl&client=tw-ob
oddam,I will give,https://translate.google.com/translate_tts?ie=UTF-8&q=oddam&tl=pl&client=tw-ob
świadkiem,witness,https://translate.google.com/translate_tts?ie=UTF-8&q=świadkiem&tl=pl&client=tw-ob
opowiedzieć,tell,https://translate.google.com/translate_tts?ie=UTF-8&q=opowiedzieć&tl=pl&client=tw-ob
tańczyć,dance,https://translate.google.com/translate_tts?ie=UTF-8&q=tańczyć&tl=pl&client=tw-ob
profesorze,professor,https://translate.google.com/translate_tts?ie=UTF-8&q=profesorze&tl=pl&client=tw-ob
miejscach,places,https://translate.google.com/translate_tts?ie=UTF-8&q=miejscach&tl=pl&client=tw-ob
zastanawiałem,I wondered,https://translate.google.com/translate_tts?ie=UTF-8&q=zastanawiałem&tl=pl&client=tw-ob
swe,its,https://translate.google.com/translate_tts?ie=UTF-8&q=swe&tl=pl&client=tw-ob
polega,depends,https://translate.google.com/translate_tts?ie=UTF-8&q=polega&tl=pl&client=tw-ob
naszymi,ours,https://translate.google.com/translate_tts?ie=UTF-8&q=naszymi&tl=pl&client=tw-ob
zabijesz,you will kill,https://translate.google.com/translate_tts?ie=UTF-8&q=zabijesz&tl=pl&client=tw-ob
opieki,care,https://translate.google.com/translate_tts?ie=UTF-8&q=opieki&tl=pl&client=tw-ob
dachu,roof,https://translate.google.com/translate_tts?ie=UTF-8&q=dachu&tl=pl&client=tw-ob
pozostać,stay,https://translate.google.com/translate_tts?ie=UTF-8&q=pozostać&tl=pl&client=tw-ob
zegarek,watch,https://translate.google.com/translate_tts?ie=UTF-8&q=zegarek&tl=pl&client=tw-ob
twarzą,face,https://translate.google.com/translate_tts?ie=UTF-8&q=twarzą&tl=pl&client=tw-ob
bać,scorch,https://translate.google.com/translate_tts?ie=UTF-8&q=bać&tl=pl&client=tw-ob
zapłacę,I will pay,https://translate.google.com/translate_tts?ie=UTF-8&q=zapłacę&tl=pl&client=tw-ob
gorsze,worse,https://translate.google.com/translate_tts?ie=UTF-8&q=gorsze&tl=pl&client=tw-ob
pojedziemy,we will go,https://translate.google.com/translate_tts?ie=UTF-8&q=pojedziemy&tl=pl&client=tw-ob
złoto,gold,https://translate.google.com/translate_tts?ie=UTF-8&q=złoto&tl=pl&client=tw-ob
posiada,has,https://translate.google.com/translate_tts?ie=UTF-8&q=posiada&tl=pl&client=tw-ob
porozmawiam,I'll talk,https://translate.google.com/translate_tts?ie=UTF-8&q=porozmawiam&tl=pl&client=tw-ob
ni,ni,https://translate.google.com/translate_tts?ie=UTF-8&q=ni&tl=pl&client=tw-ob
ręką,hand,https://translate.google.com/translate_tts?ie=UTF-8&q=ręką&tl=pl&client=tw-ob
artykuł,article,https://translate.google.com/translate_tts?ie=UTF-8&q=artykuł&tl=pl&client=tw-ob
wziąłeś,you took,https://translate.google.com/translate_tts?ie=UTF-8&q=wziąłeś&tl=pl&client=tw-ob
dostaniemy,we will get,https://translate.google.com/translate_tts?ie=UTF-8&q=dostaniemy&tl=pl&client=tw-ob
podstawie,basis,https://translate.google.com/translate_tts?ie=UTF-8&q=podstawie&tl=pl&client=tw-ob
pozwolił,he let,https://translate.google.com/translate_tts?ie=UTF-8&q=pozwolił&tl=pl&client=tw-ob
pozwolenie,permission,https://translate.google.com/translate_tts?ie=UTF-8&q=pozwolenie&tl=pl&client=tw-ob
em. 6692,Em. 6692,https://translate.google.com/translate_tts?ie=UTF-8&q=em. 6692&tl=pl&client=tw-ob
władzę,authorities,https://translate.google.com/translate_tts?ie=UTF-8&q=władzę&tl=pl&client=tw-ob
rozwiązać,solve,https://translate.google.com/translate_tts?ie=UTF-8&q=rozwiązać&tl=pl&client=tw-ob
miami,Miami,https://translate.google.com/translate_tts?ie=UTF-8&q=miami&tl=pl&client=tw-ob
johna,John,https://translate.google.com/translate_tts?ie=UTF-8&q=johna&tl=pl&client=tw-ob
kolejnego,next,https://translate.google.com/translate_tts?ie=UTF-8&q=kolejnego&tl=pl&client=tw-ob
profesor,professor,https://translate.google.com/translate_tts?ie=UTF-8&q=profesor&tl=pl&client=tw-ob
rzeki,rivers,https://translate.google.com/translate_tts?ie=UTF-8&q=rzeki&tl=pl&client=tw-ob
zdjąć,remove,https://translate.google.com/translate_tts?ie=UTF-8&q=zdjąć&tl=pl&client=tw-ob
celi,cell,https://translate.google.com/translate_tts?ie=UTF-8&q=celi&tl=pl&client=tw-ob
autobus,bus,https://translate.google.com/translate_tts?ie=UTF-8&q=autobus&tl=pl&client=tw-ob
odbiór,reception,https://translate.google.com/translate_tts?ie=UTF-8&q=odbiór&tl=pl&client=tw-ob
suka,female dog,https://translate.google.com/translate_tts?ie=UTF-8&q=suka&tl=pl&client=tw-ob
reszty,the rest,https://translate.google.com/translate_tts?ie=UTF-8&q=reszty&tl=pl&client=tw-ob
pracowników,employees,https://translate.google.com/translate_tts?ie=UTF-8&q=pracowników&tl=pl&client=tw-ob
spotkaniu,meeting,https://translate.google.com/translate_tts?ie=UTF-8&q=spotkaniu&tl=pl&client=tw-ob
złożyć,submit,https://translate.google.com/translate_tts?ie=UTF-8&q=złożyć&tl=pl&client=tw-ob
ilość,quantity,https://translate.google.com/translate_tts?ie=UTF-8&q=ilość&tl=pl&client=tw-ob
taniec,dance,https://translate.google.com/translate_tts?ie=UTF-8&q=taniec&tl=pl&client=tw-ob
zainteresowany,interested,https://translate.google.com/translate_tts?ie=UTF-8&q=zainteresowany&tl=pl&client=tw-ob
wyłącz,turn off,https://translate.google.com/translate_tts?ie=UTF-8&q=wyłącz&tl=pl&client=tw-ob
lepsza,better,https://translate.google.com/translate_tts?ie=UTF-8&q=lepsza&tl=pl&client=tw-ob
wychodzić,go out,https://translate.google.com/translate_tts?ie=UTF-8&q=wychodzić&tl=pl&client=tw-ob
emu,emu,https://translate.google.com/translate_tts?ie=UTF-8&q=emu&tl=pl&client=tw-ob
winien,should,https://translate.google.com/translate_tts?ie=UTF-8&q=winien&tl=pl&client=tw-ob
oddychać,breathe,https://translate.google.com/translate_tts?ie=UTF-8&q=oddychać&tl=pl&client=tw-ob
kręci,turns,https://translate.google.com/translate_tts?ie=UTF-8&q=kręci&tl=pl&client=tw-ob
r,r,https://translate.google.com/translate_tts?ie=UTF-8&q=r&tl=pl&client=tw-ob
okazja,opportunity,https://translate.google.com/translate_tts?ie=UTF-8&q=okazja&tl=pl&client=tw-ob
wpływ,influence,https://translate.google.com/translate_tts?ie=UTF-8&q=wpływ&tl=pl&client=tw-ob
mile,nice,https://translate.google.com/translate_tts?ie=UTF-8&q=mile&tl=pl&client=tw-ob
grał,played,https://translate.google.com/translate_tts?ie=UTF-8&q=grał&tl=pl&client=tw-ob
obrazy,pictures,https://translate.google.com/translate_tts?ie=UTF-8&q=obrazy&tl=pl&client=tw-ob
ochronę,protection,https://translate.google.com/translate_tts?ie=UTF-8&q=ochronę&tl=pl&client=tw-ob
